StockCode,Description,units,revenue,orders,customers,is_recommended
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2161,5532.55,258,142,True
22064,PINK DOUGHNUT TRINKET POT,6214,9302.1,479,213,True
22065,CHRISTMAS PUDDING TRINKET POT,8257,5453.99,333,249,True
22066,LOVE HEART TRINKET POT,3406,2654.64,254,185,True
22067,CHOC TRUFFLE GOLD TRINKET POT,1765,2717.13,180,108,True
22068,BLACK PIRATE TREASURE CHEST,937,1328.43,179,111,True
22069,BROWN  PIRATE TREASURE CHEST,639,917.73,89,66,False
22070,SMALL RED RETROSPOT MUG IN BOX,1426,4078.51,197,156,True
22070,SMALL RETRO SPOT MUG IN BOX  RED,317,1188.75,78,74,True
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,379,1395.33,77,74,True
22071,SMALL WHITE RETROSPOT MUG IN BOX,1125,2825.37,159,139,True
22072,RED RETROSPOT TEA CUP AND SAUCER,1561,5295.57,299,167,True
22072,TEA CUP AND SAUCER RETRO SPOT,614,2218.98,103,67,True
22073,RED RETROSPOT STORAGE JAR,1254,4566.42,240,173,True
22073,RETRO SPOT STORAGE JAR,675,2439.09,120,95,True
22074,6 RIBBONS SHIMMERING PINKS,1741,1707.59,152,127,True
22075,6 RIBBONS ELEGANT CHRISTMAS,2801,4031.27,256,201,True
22076,6 RIBBONS EMPIRE,2100,3030.42,240,197,True
22077,6 RIBBONS RUSTIC CHARM,16026,27031.04,1361,685,True
22078,RIBBON REEL LACE DESIGN,3801,7739.6,385,246,True
22079,RIBBON REEL HEARTS DESIGN,4736,7670.64,542,397,True
22080,RIBBON REEL POLKADOTS,1588,2572.2,194,167,True
22080,RIBBON REEL SPOTS DESIGN,2157,3509.05,244,199,True
22081,RIBBON REEL FLORA + FAUNA,1455,2411.87,212,170,True
22082,RIBBON REEL STRIPES DESIGN,6878,11166.78,819,512,True
22083,PAPER CHAIN KIT RETRO SPOT,7351,19804.55,490,324,True
22083,PAPER CHAIN KIT RETROSPOT,5514,15411.86,585,376,True
22084,PAPER CHAIN KIT EMPIRE,8437,23049.95,704,464,True
22085,PAPER CHAIN KIT SKULLS,2482,6651.9,192,141,True
22086,PAPER CHAIN KIT 50'S CHRISTMAS,28380,76598.18,1691,896,True
22087,PAPER BUNTING WHITE LACE,7752,21336.35,663,314,True
22088,PAPER BUNTING COLOURED LACE,4038,11086.9,478,266,True
22089,PAPER BUNTING VINTAGE PAISLEY,3196,8842.15,421,290,True
22090,PAPER BUNTING RETRO SPOTS,7595,20723.25,607,367,True
22090,PAPER BUNTING RETROSPOT,7632,20933.239999999998,658,374,True
22091,EMPIRE TISSUE BOX,3039,2152.81,242,184,True
22092,BLUE PAISLEY TISSUE BOX,903,548.05,133,105,True
22093,MOTORING TISSUE BOX,2315,1353.21,247,179,True
22094,RED POLKA DOT TISSUE BOX,943,1076.15,62,58,True
22094,RED RETROSPOT TISSUE BOX,2453,1179.04,170,133,True
22095,LADS ONLY TISSUE BOX,2820,2741.16,188,125,True
22096,PINK PAISLEY SQUARE TISSUE BOX,1646,886.28,163,129,True
22097,SWALLOW SQUARE TISSUE BOX,2021,1180.79,211,158,False
22098,BOUDOIR SQUARE TISSUE BOX,2762,1702.83,231,161,True
22099,CARAVAN SQUARE TISSUE BOX,2019,1329.17,214,168,True
22100,SKULLS SQUARE TISSUE BOX,943,574.17,81,71,True
22101,MIRROR MOSAIC VOTIVE HOLDER,1088,1014.72,49,44,True
22102,MIRROR MOSAIC T-LIGHT HOLDER,1738,1024.5,41,35,False
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1598,1368.54,50,43,False
22104,MIRROR MOSAIC CANDLE PLATE,1026,694.26,41,31,False
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,613,937.25,26,23,True
22106,MIRROR MOSAIC HURRICANE LAMP,427,1171.85,36,29,True
22107,PIZZA PLATE IN BOX,841,2957.3,185,118,True
22108,PING! MICROWAVE PLATE,197,537.89,49,34,True
22109,FULL ENGLISH BREAKFAST PLATE,2872,10321.92,389,205,True
22110,BIRD HOUSE HOT WATER BOTTLE,1866,4233.11,323,217,True
22111,SCOTTIE DOG HOT WATER BOTTLE,9092,42463.2,1457,717,True
22112,CHOCOLATE HOT WATER BOTTLE,9904,45601.34,1447,631,True
22113,GREY HEART HOT WATER BOTTLE,5623,20977.78,913,488,True
22114,HOT WATER BOTTLE TEA AND SYMPATHY,8848,34479.62,1298,626,True
22115,METAL SIGN EMPIRE TEA,2709,4639.53,350,244,True
22116,METAL SIGN HIS DINNER IS SERVED,735,924.69,127,96,True
22117,METAL SIGN HER DINNER IS SERVED,1724,5051.6,196,142,True
22118,JOY WOODEN BLOCK LETTERS,765,3466.03,243,195,True
22119,PEACE WOODEN BLOCK LETTERS,882,5409.46,330,244,True
22120,WELCOME  WOODEN BLOCK LETTERS,967,9289.2,316,196,True
22121,NOEL WOODEN BLOCK LETTERS,1411,8343.19,386,303,True
22122,SET OF 2 FANCY FONT TEA TOWELS,1053,3042.35,156,113,True
22123,PING MICROWAVE APRON,557,1233.95,91,77,True
22124,SET OF 2 TEA TOWELS PING MICROWAVE,179,422.96999999999997,39,29,False
22125,UNION JACK HOT WATER BOTTLE,608,3514.6,157,117,True
22127,PARTY CONES CARNIVAL ASSORTED,3445,3998.45,146,128,True
22128,PARTY CONES CANDY ASSORTED,3867,4588.65,186,143,True
22129,PARTY CONES CANDY DECORATION,296,233.28,8,6,True
22129,PARTY CONES CANDY TREE DECORATION,2510,1998.56,98,92,True
22130,PARTY CONE CHRISTMAS DECORATION,6896,5704.04,358,298,True
22131,FOOD CONTAINER SET 3 LOVE HEART,4965,8846.17,496,276,True
22132,RED LOVE HEART SHAPE CUP,3044,2521.88,238,154,True
22133,PINK LOVE HEART SHAPE CUP,2198,1819.9399999999998,171,109,True
22134,LADLE LOVE HEART RED,1351,529.98,72,57,True
22134,MINI LADLE LOVE HEART RED,630,252.24,54,28,True
22135,LADLE LOVE HEART PINK,935,372.54,58,40,False
22135,MINI LADLE LOVE HEART PINK,242,106.56,45,20,False
22136,LOVE HEART SOCK HANGER,1882,2990.1,191,117,True
22137,BATHROOM SET LOVE HEART DESIGN,583,1407.85,31,24,False
22138,BAKING SET 9 PIECE RETROSPOT,9035,43070.909999999996,1742,1137,True
22139,11 PC CERAMIC TEA SET POLKADOT,3,14.85,1,1,True
22139,RETRO SPOT TEA SET CERAMIC 11 PC,4304,19921.27,692,465,True
22139,RETROSPOT TEA SET CERAMIC 11 PC,5745,27595.329999999998,1145,652,True
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3060,6249.28,434,313,True
22142,CHRISTMAS CRAFT WHITE FAIRY,4090,5741.94,429,336,True
22143,CHRISTMAS CRAFT HEART DECORATIONS,420,834.0,53,51,False
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4289,8790.7,535,392,True
22145,CHRISTMAS CRAFT HEART STOCKING,1260,2566.0,169,153,True
22146,EASTER CRAFT IVY WREATH WITH CHICK,1343,2342.85,99,93,True
22147,FELTCRAFT BUTTERFLY HEARTS,12605,17238.05,1026,582,True
22148,EASTER CRAFT 4 CHICKS,2994,5430.3,243,209,True
22149,FELTCRAFT 6 FLOWER FRIENDS,12174,24248.29,1189,684,True
22150,3 STRIPEY MICE FELTCRAFT,7633,13756.75,829,505,True
22151,PLACE SETTING WHITE HEART,27085,10910.31,645,361,True
22152,PLACE SETTING WHITE STAR,6129,2493.11,219,154,True
22153,ANGEL DECORATION STARS ON DRESS,5389,2243.2200000000003,191,136,True
22154,ANGEL DECORATION 3 BUTTONS,6808,2816.16,227,163,True
22155,STAR DECORATION RUSTIC,5487,2304.54,221,165,True
22156,HEART DECORATION WITH PEARLS,5717,4816.42,414,259,True
22157,ANGEL DECORATION WITH LACE PADDED,1671,1420.35,112,88,True
22158,3 HEARTS HANGING DECORATION RUSTIC,7982,22471.86,646,374,True
22161,HEART DECORATION RUSTIC HANGING,5388,1590.98,219,156,True
22162,HEART GARLAND RUSTIC PADDED,925,2671.15,133,92,True
22163,HEART STRING MEMO HOLDER HANGING,961,1569.19,104,86,True
22164,STRING OF STARS CARD HOLDER,303,812.25,42,40,False
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",783,5020.41,127,82,False
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",177,1100.91,21,16,False
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,126,521.7,20,16,False
22167,OVAL WALL MIRROR DIAMANTE,139,1239.05,67,46,True
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",387,2591.85,99,65,True
22168,ORGANISER WOOD ANTIQUE WHITE,642,5323.8,302,249,True
22168,"ORGANISER WOOD, ANTIQUE WHITE",3,25.5,2,2,True
22169,FAMILY ALBUM WHITE PICTURE FRAME,2094,16676.94,570,276,True
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2309,14658.65,510,279,True
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2999,21458.42,544,269,True
22172,METAL SHELF WITH RAIL,339,2839.0,156,124,True
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,4538,12846.14,714,383,True
22174,PHOTO CUBE,3928,6011.24,303,178,True
22175,PINK OWL DECORATION,96,244.8,1,1,True
22175,PINK OWL SOFT TOY,1654,4622.68,295,160,True
22176,BLUE OWL DECORATION,96,244.8,1,1,True
22176,BLUE OWL SOFT TOY,1027,2968.05,216,124,True
22177,5 HOOK BLACKBOARD ORGANISER,300,2579.64,102,90,True
22178,VICTORIAN GLASS HANGING T-LIGHT,37285,45746.75,1442,593,True
22179,SET 10 LIGHTS NIGHT OWL,1400,8990.8,300,165,True
22179,SET 10 NIGHT OWL LIGHTS,388,2510.34,101,59,True
22180,RETRO SPOT LAMP,490,4718.9,177,127,True
22180,RETROSPOT LAMP,424,4149.2,181,122,True
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1485,1212.33,104,85,False
22182,CAKE STAND VICTORIAN FILIGREE SMALL,359,1229.05,65,58,True
22183,CAKE STAND VICTORIAN FILIGREE MED,282,1438.05,63,58,True
22184,CAKE STAND VICTORIAN FILIGREE LARGE,268,1609.2,71,60,True
22185,SLATE TILE NATURAL HANGING,3738,5723.6,375,298,True
22186,RED STAR CARD HOLDER,1904,4840.84,284,234,True
22187,GREEN CHRISTMAS TREE CARD HOLDER,1982,5838.0199999999995,290,230,True
22188,BLACK HEART CARD HOLDER,10255,27324.45,487,292,True
22189,CREAM HEART CARD HOLDER,15946,47414.200000000004,1129,536,True
22190,LOCAL CAFE MUG,1164,1935.9299999999998,124,88,True
22191,EAU DE NIL DINER WALL CLOCK,244,2033.2,116,91,True
22191,IVORY DINER WALL CLOCK,1629,13271.9,475,282,True
22191,IVORY WALL CLOCK,60,459.0,1,1,True
22192,BLUE DINER WALL CLOCK,1373,11358.78,511,260,True
22193,RED DINER WALL CLOCK,1775,14527.09,554,265,True
22193,RED WALL CLOCK,60,459.0,1,1,True
22194,BLACK DINER WALL CLOCK,353,2918.05,142,100,True
22195,HEART MEASURING SPOONS LARGE,84,138.6,5,4,True
22195,LARGE HEART MEASURING SPOONS,4519,7357.47,515,321,True
22196,HEART MEASURING SPOONS SMALL,12,10.2,1,1,True
22196,SMALL HEART MEASURING SPOONS,5773,4850.5,564,303,True
22197,POPCORN HOLDER,30919,23417.51,632,295,True
22197,"POPCORN HOLDER , SMALL",3070,2344.2999999999997,81,66,True
22197,SMALL POPCORN HOLDER,42955,32505.93,1039,426,True
22198,LARGE POPCORN HOLDER,5700,9006.2,411,212,True
22198,"POPCORN HOLDER , LARGE",954,1524.5,67,52,True
22199,FRYING PAN RED POLKADOT,1153,4447.21,142,90,True
22199,FRYING PAN RED RETROSPOT,508,1834.5,131,95,True
22200,FRYING PAN PINK POLKADOT,1149,4577.29,228,119,False
22200,FRYING PAN PINK RETROSPOT,6,25.5,2,2,False
22201,FRYING PAN BLUE POLKADOT,408,1569.0,104,75,False
22201,FRYING PAN BLUE RETROSPOT,3,12.75,2,2,False
22202,MILK PAN PINK POLKADOT,286,1003.38,40,36,True
22202,MILK PAN PINK RETROSPOT,660,2385.7200000000003,116,67,True
22203,MILK PAN RED RETROSPOT,1227,4386.64,270,166,True
22204,MILK PAN BLUE POLKADOT,123,403.75,41,33,False
22204,MILK PAN BLUE RETROSPOT,290,1035.66,56,42,False
22207,FRYING PAN UNION FLAG,2858,11283.86,324,189,True
22208,WOOD STAMP SET THANK YOU,2082,2525.87,311,237,True
22209,WOOD STAMP SET HAPPY BIRTHDAY,1263,1524.8200000000002,193,159,True
22210,WOOD STAMP SET BEST WISHES,1461,1707.56,226,179,True
22211,WOOD STAMP SET FLOWERS,1281,1625.28,202,161,True
22212,FOUR HOOK  WHITE LOVEBIRDS,3709,7412.3099999999995,608,323,True
22214,CANDLE PLATE LACE WHITE,462,1069.3,52,43,False
22215,CAKE STAND WHITE TWO TIER LACE,1029,8007.3,319,245,True
22216,T-LIGHT HOLDER WHITE LACE,1069,775.57,57,48,False
22217,T-LIGHT HOLDER HANGING LACE,2176,2336.02,172,152,True
22218,CAKE STAND LACE WHITE,1113,4406.75,183,143,True
22219,LOVEBIRD HANGING DECORATION WHITE,8375,7009.55,726,384,True
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,711,6230.049999999999,244,190,True
22221,CAKE STAND LOVEBIRD 2 TIER PINK,884,6339.0,138,108,True
22222,CAKE PLATE LOVEBIRD WHITE,1219,4512.45,297,203,True
22223,CAKE PLATE LOVEBIRD PINK,559,2060.25,125,89,True
22224,WHITE LOVEBIRD LANTERN,2105,6016.95,304,234,True
22227,"DECORATION, HANGING HEART+MIRROR",2608,1688.0,168,113,True
22227,HANGING HEART MIRROR DECORATION,2607,1691.55,213,109,True
22228,BUNNY WOODEN PAINTED WITH BIRD,1477,1129.4099999999999,175,148,True
22229,BUNNY WOODEN PAINTED WITH FLOWER,860,644.52,114,101,True
22230,JIGSAW TREE WITH WATERING CAN,1366,731.02,123,96,True
22231,JIGSAW TREE WITH BIRDHOUSE,1948,2340.58,220,166,True
22232,3 PIECE JIGSAW TOADSTOOLS,16,26.4,2,2,True
22232,JIGSAW TOADSTOOLS 3 PIECE,1003,1120.6299999999999,112,94,True
22233,JIGSAW RABBIT AND BIRDHOUSE,881,1077.35,127,112,True
22236,CAKE STAND 3 TIER MAGIC GARDEN,1074,12951.9,391,251,True
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75,9,9,True
22241,GARLAND WOODEN HAPPY EASTER,3703,4354.3099999999995,326,234,True
22242,5 HOOK HANGER MAGIC TOADSTOOL,1757,2707.05,96,77,True
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",2902,4560.3,209,141,True
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4471,6757.95,181,111,True
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",3081,4718.849999999999,140,98,True
22244,3 HOOK HANGER MAGIC GARDEN,2623,4672.05,140,89,False
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.25,141,106,False
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,3563.5499999999997,273,166,True
22246,"GARLAND, MAGIC GARDEN 1.8M",610,1146.3,68,57,False
22246,MAGIC GARDEN FELT GARLAND,270,539.5799999999999,37,32,False
22247,BUNNY DECORATION MAGIC GARDEN,971,792.0699999999999,102,86,True
22248,DECORATION  PINK CHICK MAGIC GARDEN,773,648.73,85,77,True
22249,DECORATION WHITE CHICK MAGIC GARDEN,1291,1080.71,142,126,True
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1018,836.18,109,98,True
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1605,1906.69,184,141,True
22252,BIRDCAGE DECORATION MAGIC GARDEN,21,53.55,3,3,True
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,929,1114.51,109,83,True
22253,6 CROCHET STRAWBERRIES,937,1096.39,69,62,False
22254,FELT TOADSTOOL LARGE,1294,1581.02,112,95,True
22255,FELT TOADSTOOL  SMALL,998,848.3,87,73,True
22256,FELT FARM ANIMAL CHICKEN,846,1025.58,83,78,True
22257,FELT FARM ANIMAL SHEEP,322,243.14,25,23,False
22258,FELT FARM ANIMAL RABBIT,1113,1000.77,71,69,False
22259,FELT FARM ANIMAL HEN,478,358.46,33,31,True
22260,FELT EGG COSY BLUE RABBIT,1187,973.0699999999999,108,85,True
22261,FELT EGG COSY WHITE RABBIT,1753,1412.57,150,126,True
22262,FELT EGG COSY CHICKEN,1734,1477.02,185,135,True
22263,FELT EGG COSY LADYBIRD,722,484.34,43,34,False
22264,FELT FARM ANIMAL WHITE BUNNY,1803,865.7099999999999,88,80,True
22265,EASTER DECORATION NATURAL CHICK,1781,1129.65,134,107,True
22266,EASTER DECORATION HANGING BUNNY,2476,958.3,123,101,True
22267,EASTER DECORATION EGG BUNNY,1457,1255.43,105,91,False
22268,DECORATION SITTING BUNNY,1335,257.60999999999996,41,32,True
22268,EASTER DECORATION SITTING BUNNY,1010,817.9399999999999,110,89,True
22269,EGG CUP NATURAL CHICKEN,1400,1194.64,149,107,True
22270,HAPPY EASTER HANGING DECORATION,631,2314.41,129,104,True
22271,FELTCRAFT DOLL ROSIE,4744,13244.46,691,400,True
22272,FELTCRAFT DOLL MARIA,1343,3684.91,276,207,True
22273,FELTCRAFT DOLL MOLLY,7203,19332.93,701,423,True
22274,FELTCRAFT DOLL EMILY,3675,10227.31,578,344,True
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,902,7315.95,280,168,True
22276,WASH BAG VINTAGE ROSE PAISLEY,1780,4372.5,303,213,True
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1303,2633.42,189,147,True
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,799,3899.05,239,164,True
22279,POCKET BAG BLUE PAISLEY RED SPOT,1073,1636.86,121,108,True
22280,POCKET BAG PINK PAISELY BROWN SPOT,579,943.03,87,79,True
22281,EASTER TREE YELLOW BIRDS,423,2192.25,98,83,True
22282,12 EGG HOUSE PAINTED WOOD,475,5176.67,143,92,True
22283,6 EGG HOUSE PAINTED WOOD,923,6881.6900000000005,297,196,True
22284,HEN HOUSE DECORATION,2341,3665.25,233,157,True
22285,"DECORATION HEN ON NEST, HANGING",1837,2718.4500000000003,125,105,True
22285,HANGING HEN ON NEST DECORATION,794,1310.1,87,72,True
22286,"DECORATION , WOBBLY RABBIT , METAL",1066,1561.5,99,88,True
22286,DECORATION WOBBLY RABBIT METAL,753,375.57,45,35,True
22287,"DECORATION , WOBBLY CHICKEN, METAL",763,1061.55,60,58,True
22287,DECORATION WOBBLY CHICKEN,521,256.11,29,25,True
22288,"DECORATION , HANGING METAL RABBIT",813,851.25,47,45,True
22288,HANGING METAL RABBIT DECORATION,452,565.0,39,37,True
22289,"DECORATION , HANGING METAL CHICKEN",601,586.25,30,26,True
22289,HANGING METAL CHICKEN DECORATION,122,152.5,19,19,True
22290,STANDING METAL RABBIT WITH EGG,657,1168.2,68,60,True
22291,HANGING CHICK CREAM DECORATION,1218,1766.1,91,73,True
22291,"SPRING DEC , HANGING CHICK CREAM",1872,2419.2,118,76,True
22292,HANGING CHICK  YELLOW DECORATION,1088,1520.0,89,77,True
22292,"SPRING DEC , HANGING CHICK  YELLOW",1550,2009.8999999999999,92,80,True
22293,HANGING CHICK GREEN DECORATION,818,1186.1,83,64,True
22293,"SPRING DEC , HANGING CHICK  GREEN",1087,1396.1499999999999,71,64,True
22294,HEART FILIGREE DOVE  SMALL,16260,19686.6,707,414,True
22295,HEART FILIGREE DOVE LARGE,8159,13184.07,620,381,True
22296,HEART IVORY TRELLIS LARGE,9416,15218.08,739,428,True
22297,HEART IVORY TRELLIS SMALL,12939,15836.59,646,391,True
22299,PIG KEYRING WITH LIGHT & SOUND,3795,4147.69,128,103,True
22300,COFFEE MUG DOG + BALL DESIGN,3923,9021.39,411,254,True
22301,COFFEE MUG CAT + BIRD DESIGN,4733,10831.29,466,273,True
22302,COFFEE MUG PEARS  DESIGN,4808,10043.41,352,212,True
22303,COFFEE MUG APPLES DESIGN,5310,12179.95,480,266,True
22304,COFFEE MUG BLUE PAISLEY DESIGN,2330,4455.11,142,98,True
22305,COFFEE MUG PINK PAISLEY DESIGN,2230,4559.8,126,87,True
22306,SILVER MUG BONE CHINA TREE OF LIFE,1578,2157.17,148,125,True
22307,GOLD MUG BONE CHINA TREE OF LIFE,1153,1640.4099999999999,101,87,True
22308,TEA COSY BLUE STRIPE,515,1273.39,98,75,True
22309,TEA COSY RED  STRIPE,1208,2850.93,169,117,True
22310,IVORY KNITTED MUG COSY,943,1477.59,82,50,False
22310,KNITTED MUG COSY IVORY COLOUR,546,821.7,28,20,False
22311,OFFICE MUG WARMER BLACK+SILVER,1937,5576.95,190,120,True
22312,OFFICE MUG WARMER POLKADOT,995,3186.79,188,104,False
22313,OFFICE MUG WARMER PINK,952,2899.54,106,74,True
22314,OFFICE MUG WARMER CHOC+BLUE,1020,3315.54,180,101,True
22315,200 RED + WHITE BENDY STRAWS,1930,2325.86,296,191,True
22316,200 BENDY SKULL STRAWS,1224,1370.4,95,62,True
22317,FIVE CATS HANGING DECORATION,450,1324.02,96,83,False
22318,FIVE HEART HANGING DECORATION,1461,4281.15,286,204,True
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2957,1635.01,163,141,True
22320,BIRDS MOBILE VINTAGE DESIGN,578,3390.46,169,130,True
22321,BIRD DECORATION RED RETROSPOT,1085,903.53,73,58,True
22321,BIRD DECORATION RED SPOT,1139,966.5899999999999,84,67,True
22322,BIRD DECORATION GREEN  SPOT,574,487.9,47,42,True
22322,BIRD DECORATION GREEN POLKADOT,486,413.09999999999997,45,37,True
22323,BAG FOR CHILDREN VINTAGE PINK,96,408.0,1,1,True
22323,PINK POLKADOT KIDS BAG,474,975.9,72,57,True
22324,BAG FOR CHILDREN VINTAGE BLUE,96,408.0,1,1,False
22324,BLUE POLKADOT KIDS BAG,447,906.81,66,52,False
22325,MOBILE VINTAGE HEARTS,439,2137.35,155,129,True
22326,"ROUND SNACK BOXES ,SET4, WOODLAND",66,194.70000000000002,3,3,True
22326,ROUND SNACK BOXES SET OF4 WOODLAND,14630,40219.82,1144,439,True
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2628,7440.6,464,256,True
22328,"ROUND SNACK BOXES ,SET 4, FRUITS",84,247.8,5,5,True
22328,ROUND SNACK BOXES SET OF 4 FRUITS,12356,33670.24,985,400,True
22329,ROUND CONTAINER SET OF 5 RETROSPOT,4755,7408.75,418,259,True
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,36,59.400000000000006,3,3,True
22330,72 ROUND PINK DOILIES,115,166.75,15,15,False
22331,WOODLAND PARTY BAG + STICKER SET,3460,5456.36,345,225,True
22332,SKULLS PARTY BAG + STICKER SET,4065,6264.05,334,233,True
22333,RETRO SPORT PARTY BAG + STICKER SET,3339,5122.15,218,159,True
22333,RETRO SPOT PARTY BAG + STICKER SET,933,1395.45,31,30,True
22333,RETROSPOT PARTY BAG + STICKER SET,5526,8497.18,348,210,True
22334,DINOSAUR PARTY BAG + STICKER SET,2196,3460.24,246,180,True
22335,HEART DECORATION PAINTED ZINC,8034,4895.1,336,242,True
22336,DOVE DECORATION PAINTED ZINC,4442,2014.76,150,136,True
22337,ANGEL DECORATION PAINTED ZINC,2165,1292.05,82,67,True
22338,STAR DECORATION PAINTED ZINC,5509,1763.25,180,143,True
22339,CHRISTMAS TREE PAINTED ZINC,3308,1235.54,102,86,True
22340,NOEL GARLAND PAINTED ZINC,1345,1027.41,95,81,True
22341,LOVE GARLAND PAINTED ZINC,3332,5252.6,139,128,True
22342,HOME GARLAND PAINTED ZINC,1608,2029.2,115,109,True
22343,PARTY PIZZA DISH RED RETROSPOT,2506,1380.94,109,74,False
22343,PARTY PIZZA DISH RED WHITE SPOT,464,394.4,22,21,False
22343,PARTY PIZZA DISH RED+WHITE SPOT,12,10.2,1,1,False
22344,PARTY PIZZA DISH PINK POLKADOT,1109,426.28999999999996,53,38,False
22344,PARTY PIZZA DISH PINK RETROSPOT,155,131.75,19,18,False
22344,PARTY PIZZA DISH PINK WHITE SPOT,56,47.599999999999994,10,10,False
22344,PARTY PIZZA DISH PINK+WHITE SPOT,24,20.4,2,2,False
22345,PARTY PIZZA DISH BLUE POLKADOT,1032,371.46,48,33,False
22345,PARTY PIZZA DISH BLUE RETROSPOT,202,171.7,24,23,False
22345,PARTY PIZZA DISH BLUE WHITE SPOT,41,34.849999999999994,8,8,False
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,24,20.4,2,2,False
22346,PARTY PIZZA DISH GREEN POLKADOT,1005,404.31,39,26,False
22346,PARTY PIZZA DISH GREEN RETROSPOT,83,70.55,14,12,False
22346,PARTY PIZZA DISH GREEN WHITE SPOT,29,24.65,7,7,False
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,12,10.2,1,1,False
22347,PIZZA DISH SLICE,36,45.0,2,2,True
22347,PIZZA SLICE DISH,2605,2891.4500000000003,74,49,True
22348,TEA BAG PLATE RED RETROSPOT,5033,4171.19,353,196,True
22348,TEA BAG PLATE RED SPOTTY,6866,5496.02,337,214,True
22349,"DOG BOWL , CHASING BALL DESIGN",695,2537.13,118,104,True
22349,DOG BOWL CHASING BALL DESIGN,1688,6515.62,200,144,True
22350,CAT BOWL,862,2057.7,97,84,True
22350,ILLUSTRATED CAT BOWL,1730,4540.86,154,107,True
22351,DOTCOMGIFTSHOP TEA TOWEL,12,19.8,1,1,False
22352,LUNCH BOX WITH CUTLERY RETROSPOT,5331,12669.04,645,316,True
22352,LUNCHBOX WITH CUTLERY RETROSPOT,1359,3214.35,191,114,True
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,1429,3498.15,217,142,True
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,1371,3215.25,154,93,True
22354,RETRO SPOT PADDED SEAT CUSHION,467,1657.65,52,45,True
22354,RETROSPOT PADDED SEAT CUSHION,1613,5807.77,185,125,True
22355,"CHARLOTTE BAG , SUKI DESIGN",4072,3233.7,234,145,True
22355,CHARLOTTE BAG SUKI DESIGN,15411,12268.65,957,344,True
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4216,3360.0,262,166,True
22356,CHARLOTTE BAG PINK POLKADOT,8455,6812.09,600,269,True
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3952,3151.2,246,172,True
22357,KINGS CHOICE BISCUIT TIN,1873,8044.09,316,259,True
22358,KINGS CHOICE TEA CADDY,2286,6468.58,384,295,True
22359,GLASS JAR KINGS CHOICE,1185,3631.8699999999994,147,111,True
22359,"GLASS JAR, KINGS CHOICE SOAP",42,123.9,8,8,True
22360,GLASS JAR ENGLISH CONFECTIONERY,2284,6248.8,302,208,True
22360,"GLASS JAR, ENGLISH CONFECTIONERY",2,5.9,1,1,True
22361,GLASS JAR DAISY FRESH COTTON WOOL,1535,4242.65,264,189,True
22362,GLASS JAR PEACOCK BATH SALTS,658,1893.98,177,133,True
22363,GLASS JAR MARMALADE,735,2034.29,128,99,True
22364,GLASS JAR DIGESTIVE BISCUITS,1893,5556.55,224,164,True
22365,DOOR MAT RESPECTABLE HOUSE,358,2479.86,104,79,True
22365,DOORMAT RESPECTABLE HOUSE,1863,11282.69,244,146,True
22366,DOOR MAT AIRMAIL,427,2988.53,114,92,True
22366,DOORMAT AIRMAIL,1943,11946.53,320,200,True
22367,CHILDRENS APRON SPACEBOY DESIGN,5455,10120.289999999999,714,450,True
22367,CHILDS APRON SPACEBOY DESIGN,2247,4174.35,289,231,True
22371,AIRLINE BAG VINTAGE TOKYO 78,1522,6962.48,505,285,True
