CustomerID,Country,Recency,Frequency,Monetary,AvgBasketValue,ProductDiversity,Tenure,AvgInterpurchase,R_score,F_score,M_score,RFM_sum,RFM_segment,segment,PredictedCLV_6m
13213,United Kingdom,57,11,3851.52,350.14,181,511,50.6,4,5,5,14,Champions,VIP,272.52
13214,United Kingdom,418,7,3264.23,466.32,207,228,37.7,1,4,5,10,Loyal,VIP,32.83
13215,United Kingdom,402,1,81.6,81.6,1,0,0.0,2,1,1,4,Lost,At-Risk,0.77
13216,United Kingdom,268,1,333.74,333.74,5,0,0.0,2,1,2,5,Lost,At-Risk,9.45
13217,United Kingdom,122,4,666.48,166.62,3,533,177.0,3,3,3,9,Regular,At-Risk,110.14
13218,United Kingdom,127,1,62.64,62.64,5,0,0.0,3,1,1,5,Regular,At-Risk,0.56
13219,United Kingdom,618,1,76.23,76.23,11,0,0.0,1,1,1,3,Lost,At-Risk,1.55
13220,United Kingdom,78,5,1336.0900000000001,267.22,46,497,124.0,3,4,4,11,Loyal,Loyal,59.99
13221,United Kingdom,240,2,844.86,422.43,61,119,119.0,2,2,3,7,Lost,Occasional,0.0
13222,United Kingdom,577,1,88.5,88.5,1,0,0.0,1,1,1,3,Lost,At-Risk,0.85
13223,United Kingdom,200,6,969.12,161.52,8,464,92.4,2,4,3,9,At-Risk,At-Risk,35.26
13224,United Kingdom,60,2,2152.95,1076.47,100,91,91.0,3,2,4,9,Regular,Occasional,30.65
13225,United Kingdom,3,16,16260.07,1016.25,60,719,47.5,5,5,5,15,Champions,VIP,86.72
13226,United Kingdom,273,2,312.46,156.23,28,120,120.0,2,2,2,6,Lost,At-Risk,11.37
13227,United Kingdom,202,1,257.7,257.7,9,0,0.0,2,1,1,4,Lost,At-Risk,2.0
13228,United Kingdom,81,1,358.0,358.0,2,0,0.0,3,1,2,6,Regular,At-Risk,3.4
13229,United Kingdom,226,1,160.95,160.95,10,0,0.0,2,1,1,4,Lost,At-Risk,3.42
13230,United Kingdom,4,30,6109.51,203.65,652,626,21.1,5,5,5,15,Champions,VIP,883.22
13232,United Kingdom,13,7,1327.75,189.68,146,230,38.0,5,4,4,13,Champions,Loyal,181.49
13233,United Kingdom,74,4,1176.46,294.12,74,619,206.0,3,3,3,9,Regular,Loyal,5.21
13234,United Kingdom,673,2,346.5,173.25,56,59,59.0,1,2,2,5,Lost,Occasional,2.99
13235,United Kingdom,212,1,1031.07,1031.07,53,0,0.0,2,1,3,6,Lost,Occasional,2.16
13236,United Kingdom,25,2,744.85,372.42,34,82,82.0,4,2,3,9,New / Promising,Loyal,4.63
13237,United Kingdom,388,1,643.0,643.0,24,0,0.0,2,1,3,6,Lost,Occasional,5.55
13238,United Kingdom,17,6,1006.63,167.77,24,573,114.0,5,4,3,12,Regular,Loyal,226.15
13239,United Kingdom,262,5,1594.69,318.94,86,240,59.8,2,4,4,10,Loyal,Occasional,20.19
13240,United Kingdom,96,8,1455.39,181.92,159,556,79.0,3,4,4,11,Loyal,Loyal,174.64
13241,United Kingdom,412,1,112.53,112.53,40,0,0.0,1,1,1,3,Lost,At-Risk,4.33
13242,United Kingdom,112,7,699.4,99.91,19,555,92.2,3,4,3,10,Regular,Loyal,42.52
13243,United Kingdom,203,5,1220.38,244.08,165,428,106.5,2,4,4,10,Loyal,Loyal,12.46
13244,United Kingdom,93,1,121.74000000000001,121.74,27,0,0.0,3,1,1,5,Regular,At-Risk,0.1
13245,United Kingdom,51,2,989.22,494.61,43,381,381.0,4,2,3,9,New / Promising,Occasional,31.8
13246,United Kingdom,18,11,3351.75,304.7,229,507,50.4,5,5,5,15,Champions,VIP,411.04
13247,United Kingdom,18,4,501.12,125.28,18,64,21.0,5,3,2,10,Regular,Loyal,10.79
13248,United Kingdom,125,2,465.68,232.84,25,64,64.0,3,2,2,7,Regular,Occasional,3.78
13249,United Kingdom,92,9,1608.9299999999998,178.77,21,592,73.6,3,5,4,12,Loyal,Loyal,116.09
13250,United Kingdom,461,2,253.09,126.54,17,41,41.0,1,2,1,4,Lost,At-Risk,12.82
13251,United Kingdom,402,1,252.68,252.68,25,0,0.0,2,1,1,4,Lost,Occasional,3.27
13252,United Kingdom,394,2,399.3,199.65,19,231,231.0,2,2,2,6,Lost,At-Risk,65.34
13253,United Kingdom,157,4,2951.11,737.78,73,546,182.0,3,3,5,11,Regular,Occasional,8.48
13254,United Kingdom,376,1,51.41,51.41,4,0,0.0,2,1,1,4,Lost,At-Risk,0.69
13255,United Kingdom,9,3,678.76,226.25,26,502,251.0,5,3,3,11,Regular,Loyal,23.13
13257,United Kingdom,436,1,149.75,149.75,7,0,0.0,1,1,1,3,Lost,At-Risk,1.91
13258,United Kingdom,12,5,1009.43,201.89,29,388,96.8,5,4,3,12,Regular,Loyal,106.2
13259,United Kingdom,62,9,1398.79,155.42,233,637,79.2,3,5,4,12,Loyal,Loyal,70.95
13260,United Kingdom,61,1,557.62,557.62,8,0,0.0,3,1,2,6,Regular,Occasional,1.92
13261,United Kingdom,269,2,944.1,472.05,8,17,17.0,2,2,3,7,Lost,Occasional,14.65
13262,United Kingdom,263,3,573.45,191.15,48,337,168.5,2,3,2,7,Regular,Occasional,15.75
13263,United Kingdom,1,38,8650.98,227.66,505,411,10.6,5,5,5,15,Champions,VIP,1416.68
13264,United Kingdom,443,1,722.56,722.56,38,0,0.0,1,1,3,5,Lost,Occasional,3.44
13265,United Kingdom,53,5,2092.66,418.53,66,220,54.8,4,4,4,12,Champions,Loyal,197.98
13266,United Kingdom,11,19,6135.04,322.9,154,711,39.1,5,5,5,15,Champions,VIP,1066.88
13267,United Kingdom,3,36,9429.81,261.94,152,729,20.5,5,5,5,15,Champions,VIP,2141.89
13268,United Kingdom,18,10,3152.71,315.27,256,249,27.3,5,5,5,15,Champions,VIP,251.38
13269,United Kingdom,1,28,8537.32,304.9,238,736,27.0,5,5,5,15,Champions,VIP,1970.87
13270,United Kingdom,366,1,590.0,590.0,1,0,0.0,2,1,2,5,Lost,Occasional,25.35
13271,United Kingdom,37,1,211.49,211.49,79,0,0.0,4,1,1,6,New / Promising,Loyal,7.79
13272,United Kingdom,31,2,276.56,138.28,15,58,58.0,4,2,1,7,New / Promising,At-Risk,13.14
13273,United Kingdom,113,1,138.98,138.98,16,0,0.0,3,1,1,5,Regular,At-Risk,1.18
13274,United Kingdom,409,1,360.85,360.85,19,0,0.0,2,1,2,5,Lost,Occasional,11.49
13275,United Kingdom,384,2,238.86,119.43,48,248,248.0,2,2,1,5,Lost,At-Risk,7.89
13276,United Kingdom,64,5,1891.91,378.38,209,578,144.2,3,4,4,11,Loyal,Loyal,26.39
13277,United Kingdom,16,7,523.3,74.76,10,524,86.8,5,4,2,11,Regular,Loyal,18.05
13278,United Kingdom,41,4,1425.35,356.34,79,569,189.7,4,3,4,11,Regular,Loyal,19.29
13279,United Kingdom,78,1,137.75,137.75,9,0,0.0,3,1,1,5,Regular,At-Risk,0.69
13280,United Kingdom,122,7,2293.33,327.62,159,522,86.5,3,4,4,11,Loyal,Loyal,140.6
13281,United Kingdom,439,1,350.85,350.85,22,0,0.0,1,1,2,4,Lost,Occasional,11.45
13282,United Kingdom,18,4,1313.19,328.3,42,388,129.0,5,3,4,12,Regular,Loyal,247.77
13283,United Kingdom,60,4,373.36,93.34,19,580,192.7,3,3,2,8,Regular,At-Risk,6.76
13284,United Kingdom,331,1,201.19,201.19,13,0,0.0,2,1,1,4,Lost,At-Risk,0.92
13285,United Kingdom,23,6,3364.59,560.76,182,600,119.6,4,4,5,13,Champions,VIP,258.46
13286,United Kingdom,600,1,734.91,734.91,46,0,0.0,1,1,3,5,Lost,Occasional,2.52
13287,United Kingdom,603,3,781.59,260.53,46,101,50.5,1,3,3,7,At-Risk,Occasional,5.28
13288,United Kingdom,443,5,927.61,185.52,7,223,55.2,1,4,3,8,At-Risk,At-Risk,2.73
13289,United Kingdom,724,1,307.95,307.95,16,0,0.0,1,1,2,4,Lost,Occasional,7.7
13291,United Kingdom,156,11,3270.79,297.34,155,510,50.4,3,5,5,13,Loyal,VIP,24.34
13292,United Kingdom,39,5,994.51,198.9,55,487,121.2,4,4,3,11,Regular,Loyal,29.41
13293,United Kingdom,392,6,1192.94,198.82,51,276,54.8,2,4,3,9,At-Risk,Occasional,6.9
13294,United Kingdom,190,3,1689.53,563.18,93,456,227.5,2,3,4,9,At-Risk,Occasional,17.05
13295,United Kingdom,360,4,1101.97,275.49,56,217,72.0,2,3,3,8,At-Risk,Occasional,6.34
13296,United Kingdom,137,6,792.51,132.08,50,439,87.6,3,4,3,10,Regular,Loyal,28.2
13297,United Kingdom,8,7,4368.62,624.09,108,534,88.8,5,4,5,14,Champions,VIP,696.23
13298,United Kingdom,1,1,360.0,360.0,2,0,0.0,5,1,2,8,New / Promising,Loyal,5.1
13299,United Kingdom,268,3,1218.7,406.23,56,260,129.5,2,3,4,9,At-Risk,Occasional,20.61
13300,United Kingdom,169,3,1285.51,428.5,44,404,202.0,3,3,4,10,Regular,Occasional,40.39
13301,United Kingdom,104,4,600.1899999999999,150.05,74,188,62.3,3,3,2,8,Regular,Loyal,10.14
13302,United Kingdom,155,2,159.2,79.6,3,371,371.0,3,2,1,6,Regular,At-Risk,4.58
13303,United Kingdom,400,1,61.72,61.72,4,0,0.0,2,1,1,4,Lost,At-Risk,0.69
13304,United Kingdom,351,4,1217.99,304.5,59,318,105.7,2,3,4,9,At-Risk,Occasional,9.05
13305,United Kingdom,4,16,3616.41,226.03,153,635,41.9,5,5,5,15,Champions,VIP,542.14
13306,United Kingdom,430,1,53.65,53.65,4,0,0.0,1,1,1,3,Lost,At-Risk,0.69
13307,United Kingdom,120,3,273.34,91.11,15,472,235.5,3,3,1,7,Regular,At-Risk,9.77
13308,United Kingdom,23,4,1670.37,417.59,65,574,191.0,4,3,4,11,Regular,Loyal,29.41
13309,United Kingdom,7,6,1706.37,284.4,95,385,76.8,5,4,4,13,Champions,Loyal,262.71
13310,United Kingdom,28,5,1541.2,308.24,80,374,93.0,4,4,4,12,Champions,Loyal,79.26
13311,United Kingdom,4,2,598.5699999999999,299.28,25,145,145.0,5,2,2,9,New / Promising,Loyal,17.72
13312,United Kingdom,451,1,124.75,124.75,5,0,0.0,1,1,1,3,Lost,At-Risk,1.32
13313,United Kingdom,22,12,3445.32,287.11,105,715,64.5,4,5,5,14,Champions,VIP,554.81
13314,United Kingdom,2,3,775.9399999999999,258.65,55,72,35.5,5,3,3,11,Regular,Loyal,34.6
13315,United Kingdom,689,1,310.26,310.26,22,0,0.0,1,1,2,4,Lost,Occasional,19.76
13316,United Kingdom,37,10,12940.82,1294.08,115,602,66.4,4,5,5,14,Champions,VIP,2492.86
13317,United Kingdom,66,19,6486.09,341.37,221,660,36.3,3,5,5,13,Loyal,VIP,696.81
13318,United Kingdom,1,3,640.76,213.59,14,36,17.5,5,3,3,11,Regular,Loyal,51.97
13319,United Kingdom,5,58,21323.22,367.64,345,727,12.4,5,5,5,15,Champions,VIP,7455.29
13320,United Kingdom,78,6,2211.6,368.6,98,400,79.8,3,4,4,11,Loyal,Loyal,219.31
13321,United Kingdom,72,2,567.36,283.68,10,14,14.0,3,2,2,7,Regular,Occasional,1.27
13322,United Kingdom,17,1,199.48000000000002,199.48,25,0,0.0,5,1,1,7,New / Promising,At-Risk,2.01
13323,United Kingdom,3,5,787.85,157.57,6,81,20.0,5,4,3,12,Regular,Loyal,24.85
13324,United Kingdom,36,18,10513.47,584.08,36,527,30.6,4,5,5,14,Champions,VIP,2004.35
13325,United Kingdom,82,1,675.3,675.3,12,0,0.0,3,1,3,7,Regular,Occasional,8.31
13326,United Kingdom,432,1,281.76,281.76,13,0,0.0,1,1,1,3,Lost,At-Risk,9.82
13327,United Kingdom,39,19,9052.87,476.47,174,682,37.4,4,5,5,14,Champions,VIP,916.86
13328,United Kingdom,316,1,1308.48,1308.48,17,0,0.0,2,1,4,7,Lost,Occasional,3.57
13329,United Kingdom,32,8,4808.7699999999995,601.1,68,703,100.1,4,4,5,13,Champions,VIP,676.64
13330,United Kingdom,93,6,2796.1,466.02,80,562,112.2,3,4,4,11,Loyal,Loyal,386.15
13331,United Kingdom,402,1,262.4,262.4,12,0,0.0,2,1,1,4,Lost,At-Risk,8.62
13332,United Kingdom,14,1,350.9,350.9,21,0,0.0,5,1,2,8,New / Promising,Loyal,7.45
13333,United Kingdom,411,3,1015.74,338.58,54,247,123.0,1,3,3,7,At-Risk,Occasional,15.73
13334,United Kingdom,82,5,6201.8,1240.36,307,570,142.0,3,4,5,12,Loyal,VIP,270.92
13336,United Kingdom,77,1,795.12,795.12,51,0,0.0,3,1,3,7,Regular,Occasional,2.82
13337,United Kingdom,546,1,1575.26,1575.26,87,0,0.0,1,1,4,6,Lost,Occasional,6.08
13338,United Kingdom,158,4,2345.62,586.4,112,545,181.0,3,3,4,10,Regular,Occasional,3.47
13339,United Kingdom,201,1,860.12,860.12,54,0,0.0,2,1,3,6,Lost,Occasional,5.9
13340,United Kingdom,45,12,22100.56,1841.71,190,609,55.2,4,5,5,14,Champions,VIP,1346.43
13341,United Kingdom,261,1,775.85,775.85,42,0,0.0,2,1,3,6,Lost,Occasional,1.76
13343,United Kingdom,178,1,303.43,303.43,18,0,0.0,3,1,2,6,Regular,Occasional,11.55
13344,United Kingdom,68,3,2511.69,837.23,115,209,104.5,3,3,4,10,Regular,Occasional,44.51
13345,United Kingdom,288,1,339.5,339.5,19,0,0.0,2,1,2,5,Lost,Occasional,2.31
13346,United Kingdom,463,6,299.4,49.9,4,133,26.4,1,4,2,7,Regular,At-Risk,4.43
13347,United Kingdom,70,1,291.36,291.36,7,0,0.0,3,1,2,6,Regular,At-Risk,2.7
13348,United Kingdom,64,1,233.76,233.76,14,0,0.0,3,1,1,5,Regular,At-Risk,4.59
13349,United Kingdom,11,1,197.32,197.32,15,0,0.0,5,1,1,7,New / Promising,At-Risk,5.62
13350,United Kingdom,16,2,879.12,439.56,35,63,63.0,5,2,3,10,New / Promising,Loyal,9.32
13351,United Kingdom,66,1,323.94,323.94,15,0,0.0,3,1,2,6,Regular,Occasional,3.69
13352,United Kingdom,60,1,347.98,347.98,23,0,0.0,3,1,2,6,Regular,Occasional,8.34
13354,United Kingdom,71,1,743.53,743.53,51,0,0.0,3,1,3,7,Regular,Occasional,1.98
13355,United Kingdom,122,1,674.7,674.7,32,0,0.0,3,1,3,7,Regular,Occasional,1.0
13356,United Kingdom,80,1,768.24,768.24,42,0,0.0,3,1,3,7,Regular,Occasional,2.88
13357,United Kingdom,257,5,3795.01,759.0,283,369,92.0,2,4,5,11,Loyal,VIP,149.83
13358,United Kingdom,269,1,389.03,389.03,28,0,0.0,2,1,2,5,Lost,Occasional,1.68
13359,United Kingdom,64,2,943.31,471.66,51,339,339.0,3,2,3,8,Regular,Occasional,22.54
13360,United Kingdom,432,4,1503.6499999999999,375.91,57,269,89.0,1,3,4,8,At-Risk,Occasional,423.65
13361,United Kingdom,472,2,1450.5,725.25,29,145,145.0,1,2,4,7,Lost,Occasional,15.54
13362,United Kingdom,9,7,5394.07,770.58,186,415,68.8,5,4,5,14,Champions,VIP,1527.41
13363,United Kingdom,18,3,1623.86,541.29,77,392,195.5,5,3,4,12,Regular,Loyal,4.64
13364,United Kingdom,71,1,134.96,134.96,10,0,0.0,3,1,1,5,Regular,At-Risk,1.14
13365,United Kingdom,34,2,2225.37,1112.68,122,184,184.0,4,2,4,10,New / Promising,Loyal,5.98
13366,United Kingdom,50,1,56.16,56.16,1,0,0.0,4,1,1,6,New / Promising,At-Risk,1.1
13367,United Kingdom,432,1,460.2,460.2,19,0,0.0,1,1,2,4,Lost,Occasional,33.04
13368,United Kingdom,257,4,1021.5,255.38,44,166,55.0,2,3,3,8,At-Risk,Occasional,6.83
13369,United Kingdom,366,1,258.28,258.28,13,0,0.0,2,1,1,4,Lost,At-Risk,5.97
13370,United Kingdom,372,1,754.87,754.87,39,0,0.0,2,1,3,6,Lost,Occasional,3.3
13371,United Kingdom,505,2,2297.66,1148.83,75,127,127.0,1,2,4,7,Lost,Occasional,12.09
13372,United Kingdom,90,1,328.64,328.64,22,0,0.0,3,1,2,6,Regular,Occasional,3.87
13373,United Kingdom,61,6,7587.19,1264.53,292,672,134.0,3,4,5,12,Loyal,VIP,744.43
13374,United Kingdom,415,2,372.8,186.4,16,34,34.0,1,2,2,5,Lost,At-Risk,9.62
13375,United Kingdom,89,2,1792.23,896.12,62,356,356.0,3,2,4,9,Regular,Occasional,0.85
13376,United Kingdom,99,3,869.76,289.92,44,135,67.0,3,3,3,9,Regular,Occasional,33.94
13377,United Kingdom,397,2,1452.88,726.44,70,249,249.0,2,2,4,8,Lost,Occasional,9.99
13379,United Kingdom,26,3,572.56,190.85,85,110,54.5,4,3,2,9,Regular,Loyal,10.53
13380,United Kingdom,433,1,62.4,62.4,3,0,0.0,1,1,1,3,Lost,At-Risk,0.7
13381,United Kingdom,32,12,8224.37,685.36,154,706,63.7,4,5,5,14,Champions,VIP,1135.14
13382,United Kingdom,281,5,1387.58,277.52,74,451,112.2,2,4,4,10,Loyal,Occasional,38.5
13383,United Kingdom,544,1,305.28,305.28,1,0,0.0,1,1,2,4,Lost,At-Risk,10.55
13384,United Kingdom,31,11,6680.83,607.35,192,469,46.5,4,5,5,14,Champions,VIP,758.4
13385,United Kingdom,330,1,534.57,534.57,35,0,0.0,2,1,2,5,Lost,Occasional,2.05
13386,United Kingdom,414,2,835.46,417.73,24,22,22.0,1,2,3,6,Lost,Occasional,9.15
13387,United Kingdom,417,1,181.84,181.84,70,0,0.0,1,1,1,3,Lost,At-Risk,31.33
13388,United Kingdom,131,3,1185.65,395.22,68,472,236.0,3,3,3,9,Regular,Occasional,2.58
13389,United Kingdom,11,3,797.96,265.99,50,221,110.0,5,3,3,11,Regular,Loyal,42.91
13390,United Kingdom,75,1,544.08,544.08,13,0,0.0,3,1,2,6,Regular,Occasional,4.85
13391,United Kingdom,204,1,59.8,59.8,1,0,0.0,2,1,1,4,Lost,At-Risk,0.22
13392,United Kingdom,677,1,91.14,91.14,8,0,0.0,1,1,1,3,Lost,At-Risk,1.25
13393,United Kingdom,584,4,1131.45,282.86,53,148,49.0,1,3,3,7,At-Risk,Occasional,14.35
13394,United Kingdom,2,19,6621.7,348.51,254,736,40.4,5,5,5,15,Champions,VIP,1350.65
13395,United Kingdom,185,3,1180.23,393.41,77,236,118.0,3,3,3,9,Regular,Occasional,7.64
13396,United Kingdom,29,2,1360.99,680.5,42,290,290.0,4,2,4,10,New / Promising,Loyal,35.16
13397,United Kingdom,73,10,3191.87,319.19,68,616,68.0,3,5,5,13,Loyal,Loyal,411.77
13398,United Kingdom,192,2,670.34,335.17,37,256,256.0,2,2,3,7,Lost,Occasional,52.42
13399,United Kingdom,464,3,275.4,91.8,10,54,27.0,1,3,1,5,Regular,At-Risk,8.89
13400,United Kingdom,583,1,310.83,310.83,23,0,0.0,1,1,2,4,Lost,Occasional,20.53
13402,United Kingdom,127,4,1226.85,306.71,55,437,145.0,3,3,4,10,Regular,Loyal,24.8
13403,United Kingdom,18,3,229.5,76.5,9,705,352.0,5,3,1,9,Regular,At-Risk,1.18
13404,United Kingdom,1,2,252.49,126.24,11,211,211.0,5,2,1,8,New / Promising,Loyal,1.62
13405,United Kingdom,204,5,1198.81,239.76,32,520,129.5,2,4,3,9,At-Risk,Occasional,21.06
13406,United Kingdom,427,2,568.92,284.46,7,204,204.0,1,2,2,5,Lost,Occasional,29.21
13407,United Kingdom,579,3,2244.7,748.23,85,83,41.0,1,3,4,8,At-Risk,Occasional,23.49
13408,United Kingdom,2,106,50174.78,473.35,320,733,6.6,5,5,5,15,Champions,VIP,15069.81
13410,United Kingdom,24,9,2201.96,244.66,25,707,88.0,4,5,4,13,Champions,Loyal,429.38
13411,United Kingdom,107,1,213.55,213.55,17,0,0.0,3,1,1,5,Regular,At-Risk,3.99
13412,United Kingdom,620,1,487.35,487.35,33,0,0.0,1,1,2,4,Lost,Occasional,22.92
13413,United Kingdom,640,6,429.44,71.57,38,47,9.2,1,4,2,7,Regular,At-Risk,16.92
13414,United Kingdom,134,6,2494.14,415.69,48,469,93.4,3,4,4,11,Loyal,Loyal,850.53
13415,United Kingdom,473,4,784.17,196.04,85,255,85.0,1,3,3,7,At-Risk,Occasional,10.29
13416,United Kingdom,44,3,940.8,313.6,16,692,346.0,4,3,3,10,Regular,Loyal,37.37
13417,United Kingdom,5,6,1669.49,278.25,57,664,132.6,5,4,4,13,Champions,Loyal,548.81
13418,United Kingdom,12,31,11559.66,372.89,328,716,23.5,5,5,5,15,Champions,VIP,2080.35
13419,United Kingdom,64,1,221.06,221.06,16,0,0.0,3,1,1,5,Regular,At-Risk,5.9
13420,United Kingdom,150,2,159.85,79.92,8,20,20.0,3,2,1,6,Regular,At-Risk,1.79
13421,United Kingdom,40,8,4048.25,506.03,173,622,88.7,4,4,5,13,Champions,VIP,223.44
13422,United Kingdom,64,1,2626.3,2626.3,127,0,0.0,3,1,4,8,Regular,Occasional,10.57
13423,United Kingdom,429,1,217.03,217.03,12,0,0.0,1,1,1,3,Lost,At-Risk,1.9
13424,United Kingdom,450,1,572.77,572.77,40,0,0.0,1,1,2,4,Lost,Occasional,5.85
13425,United Kingdom,108,5,3390.43,678.09,124,471,117.2,3,4,5,12,Loyal,VIP,201.23
13426,United Kingdom,1,22,8167.38,371.24,162,729,34.3,5,5,5,15,Champions,VIP,3006.2
13427,United Kingdom,19,6,1006.53,167.76,35,702,140.2,5,4,3,12,Regular,Loyal,84.66
13428,United Kingdom,10,3,478.54,159.51,122,504,252.0,5,3,2,10,Regular,Loyal,5.62
13429,United Kingdom,11,4,1006.8,251.7,55,64,20.7,5,3,3,11,Regular,Loyal,107.17
13430,United Kingdom,19,2,679.45,339.72,48,67,67.0,5,2,3,10,New / Promising,Loyal,81.11
13431,United Kingdom,67,8,3316.24,414.53,113,592,84.1,3,4,5,12,Loyal,VIP,406.17
13432,United Kingdom,571,2,436.55,218.28,97,40,40.0,1,2,2,5,Lost,Occasional,5.01
13433,United Kingdom,501,4,658.32,164.58,22,195,64.7,1,3,3,7,At-Risk,Occasional,80.18
13434,United Kingdom,74,5,1666.86,333.37,17,581,145.0,3,4,4,11,Loyal,Loyal,308.83
13435,United Kingdom,5,9,4447.33,494.15,96,494,61.4,5,5,5,15,Champions,VIP,462.8
13436,United Kingdom,2,1,196.89,196.89,12,0,0.0,5,1,1,7,New / Promising,Loyal,6.71
13437,United Kingdom,14,7,3408.06,486.87,143,175,28.8,5,4,5,14,Champions,VIP,1441.74
13438,United Kingdom,547,1,46.5,46.5,1,0,0.0,1,1,1,3,Lost,At-Risk,0.72
13439,United Kingdom,255,3,986.61,328.87,132,270,135.0,2,3,3,8,At-Risk,Occasional,121.97
13440,United Kingdom,423,7,1295.25,185.04,49,28,4.5,1,4,4,9,Loyal,Occasional,4.35
13441,United Kingdom,92,2,720.9,360.45,33,339,339.0,3,2,3,8,Regular,Occasional,18.55
13442,United Kingdom,667,3,419.87,139.96,33,70,35.0,1,3,2,6,Regular,At-Risk,31.44
13443,United Kingdom,449,6,1269.3700000000001,211.56,175,228,45.4,1,4,4,9,Loyal,Loyal,15.78
13444,United Kingdom,374,2,619.08,309.54,51,131,131.0,2,2,3,7,Lost,Occasional,56.46
13445,United Kingdom,626,1,241.89999999999998,241.9,7,0,0.0,1,1,1,3,Lost,At-Risk,2.18
13446,United Kingdom,430,11,3881.89,352.9,113,233,22.9,1,5,5,11,Loyal,VIP,13.39
13447,United Kingdom,23,3,1129.1399999999999,376.38,55,12,6.0,4,3,3,10,Regular,Loyal,21.71
13448,United Kingdom,17,12,8386.22,698.85,320,717,64.7,5,5,5,15,Champions,VIP,1026.4
13449,United Kingdom,24,1,291.88,291.88,19,0,0.0,4,1,2,7,New / Promising,Loyal,6.12
13450,United Kingdom,27,13,4120.04,316.93,57,576,47.5,4,5,5,14,Champions,VIP,371.0
13451,United Kingdom,26,11,7088.92,644.45,560,601,59.7,4,5,5,14,Champions,VIP,27.78
13452,United Kingdom,259,3,729.8,243.27,2,213,106.5,2,3,3,8,At-Risk,At-Risk,18.45
13453,United Kingdom,166,3,781.69,260.56,33,236,117.5,3,3,3,9,Regular,Occasional,35.99
13454,United Kingdom,641,1,219.87,219.87,23,0,0.0,1,1,1,3,Lost,At-Risk,2.56
13455,United Kingdom,25,6,2212.99,368.83,79,706,140.6,4,4,4,12,Champions,Loyal,99.09
13456,United Kingdom,18,6,1766.72,294.45,43,189,37.4,5,4,4,13,Champions,Loyal,257.48
13457,United Kingdom,689,2,148.22,74.11,9,48,48.0,1,2,1,4,Lost,At-Risk,2.16
13458,United Kingdom,7,16,11959.27,747.45,290,381,24.9,5,5,5,15,Champions,VIP,2912.88
13459,United Kingdom,625,2,1160.41,580.21,57,57,57.0,1,2,3,6,Lost,Occasional,2.53
13460,United Kingdom,29,2,183.44,91.72,16,20,20.0,4,2,1,7,New / Promising,At-Risk,2.89
13461,United Kingdom,39,6,4160.0,693.33,30,558,111.2,4,4,5,13,Champions,Loyal,980.18
13462,United Kingdom,253,5,1153.85,230.77,64,473,118.0,2,4,3,9,At-Risk,Occasional,0.97
13464,United Kingdom,58,6,3097.64,516.27,128,559,111.8,4,4,5,13,Champions,VIP,249.83
13465,United Kingdom,446,2,931.12,465.56,34,139,139.0,1,2,3,6,Lost,Occasional,13.28
13466,United Kingdom,184,5,1013.35,202.67,49,444,110.8,3,4,3,10,Regular,Loyal,11.77
13467,United Kingdom,11,2,1071.91,535.96,89,25,25.0,5,2,3,10,New / Promising,Loyal,8.77
13468,United Kingdom,2,72,12793.28,177.68,290,734,9.9,5,5,5,15,Champions,VIP,3662.95
13469,United Kingdom,653,1,82.4,82.4,6,0,0.0,1,1,1,3,Lost,At-Risk,0.79
13470,United Kingdom,99,2,165.0,82.5,7,15,15.0,3,2,1,6,Regular,At-Risk,1.32
13471,United Kingdom,1,4,2501.84,625.46,214,46,15.0,5,3,4,12,Regular,VIP,637.33
13472,United Kingdom,464,2,592.24,296.12,24,91,91.0,1,2,2,5,Lost,Occasional,31.92
13473,United Kingdom,61,8,2657.7599999999998,332.22,65,663,94.3,3,4,4,11,Loyal,Loyal,90.99
13474,United Kingdom,236,3,646.59,215.53,116,258,129.0,2,3,3,8,At-Risk,Occasional,56.22
13475,United Kingdom,191,4,1431.78,357.94,64,107,35.3,2,3,4,9,At-Risk,Occasional,51.87
13476,United Kingdom,179,5,2061.47,412.29,86,466,116.0,3,4,4,11,Loyal,Occasional,119.3
13477,United Kingdom,38,11,2819.17,256.29,112,646,64.3,4,5,4,13,Champions,VIP,264.02
13478,United Kingdom,469,5,2215.78,443.16,114,207,51.2,1,4,4,9,Loyal,Occasional,56.1
13479,United Kingdom,201,4,851.37,212.84,45,276,91.3,2,3,3,8,At-Risk,Occasional,27.74
13480,United Kingdom,417,2,627.8199999999999,313.91,40,262,262.0,1,2,3,6,Lost,Occasional,30.75
13481,United Kingdom,46,11,3830.84,348.26,162,689,68.4,4,5,5,14,Champions,VIP,812.62
13482,United Kingdom,232,2,336.09,168.04,20,395,395.0,2,2,2,6,Lost,At-Risk,21.49
13483,United Kingdom,66,1,140.34,140.34,10,0,0.0,3,1,1,5,Regular,At-Risk,2.63
13484,United Kingdom,241,3,790.72,263.57,38,398,199.0,2,3,3,8,At-Risk,Occasional,31.54
13485,United Kingdom,233,11,3015.22,274.11,130,503,49.9,2,5,5,12,Loyal,VIP,56.11
13486,United Kingdom,78,3,1122.41,374.14,69,76,38.0,3,3,3,9,Regular,Loyal,7.88
13487,United Kingdom,58,5,846.87,169.37,31,677,169.0,4,4,3,11,Regular,Loyal,25.61
13488,United Kingdom,17,23,14205.96,617.65,370,666,30.0,5,5,5,15,Champions,VIP,2036.54
